4961837438,group+shoppers,customers,A group of shoppers,Customers,True,150,150,group shoppers,customers,Equivalence,3
3412036192,brown+white+dog,white+brown+dog,A brown and white dog,A white and brown dog,True,177,177,brown white dog,white brown dog,Equivalence,3
4797782052,boys,group+boys,Boys,A group of boys,True,44,44,boys,group boys,Equivalence,3
3694555931,two+woman,two+women,Two woman,Two women,True,8,8,two woman,two women,Equivalence,3
317943067,infant,small+baby,An infant,A very small baby,True,12,12,infant,small baby,Equivalence,3
476444908,crowd,crowd+people,the crowd,Crowd of people,True,23,23,crowd,crowd people,Equivalence,3
4555244090,several+women,group+women,Several women,A group of women,True,50,50,several women,group women,Equivalence,3
4640154368,ice+cream+parlor,ice+cream+shop,an ice cream parlor,an ice cream shop,True,108,108,ice cream parlor,ice cream shop,Equivalence,3
2652843146,another+man,man,another man,A man,True,191,191,another man,man,Equivalence,3
4654284177,women,woman,women,a woman,True,-1,-1,women,woman,Equivalence,3
4970971349,women,woman,Women,A woman,True,162,162,women,woman,Equivalence,3
2360371074,woman,women,a woman,The women,True,198,198,woman,women,Equivalence,3
4950996568,green+hoodie,green+hooded+sweatshirt,a green hoodie,a green hooded sweatshirt,True,187,187,green hoodie,green hooded sweatshirt,Equivalence,3
4541453490,women,woman,Women,A woman,True,188,188,women,woman,Equivalence,3
197745829,women,woman,Women,A woman,True,189,189,women,woman,Equivalence,3
4971478897,man,another+man,A man,another man,True,32,15,man,another man,Equivalence,3
3476902807,vendor,attendant,A vendor,attendant,True,-1,-1,vendor,attendant,Equivalence,3
1398766312,woman,women,a woman,Women,True,4,4,woman,women,Equivalence,3
4825747859,children,kids,her children,her kids,True,43,43,children,kids,Equivalence,3
3729748378,another+person,person,another person,A person,True,27,27,another person,person,Equivalence,3
4757590012,male,man,A male,A man,True,179,179,male,man,Equivalence,3
1045124251,blond-haired+man,blond+man,a blond-haired man,A blond man,True,62,62,blond-haired man,blond man,Equivalence,3
2342035754,gifts,presents,gifts,presents,True,17,17,gifts,presents,Equivalence,3
4810458132,union+jacks,flag+great+britain,Union Jacks,the flag of Great Britain,True,96,96,union jacks,flag great britain,Equivalence,3
5547783051,another+man,man,another man,A man,True,17,17,another man,man,Equivalence,3
7567459734,two+bikers,two+cyclists,Two bikers,Two cyclists,True,78,78,two bikers,two cyclists,Equivalence,3
3126832359,man,another+man,a man,another man,True,145,145,man,another man,Equivalence,3
4585470754,referee,ref,a referee,a ref,True,-1,-1,referee,ref,Equivalence,3
5486058256,man,another+man,a man,another man,True,10,10,man,another man,Equivalence,3
51145703,two+women,two+woman,two women,two woman,True,102,-1,two women,two woman,Equivalence,3
2766954299,two+woman,two+women,Two woman,Two women,True,53,53,two woman,two women,Equivalence,3
236788203,another+man,man,another man,Man,True,-1,154,another man,man,Equivalence,3
3465703153,woman,women,A woman,Women,True,196,196,woman,women,Equivalence,3
5486058256,man,another+man,The man,another man,True,10,10,man,another man,Equivalence,3
4563544127,man,male,A man,A male,True,-1,-1,man,male,Equivalence,3
4401074280,crowd+people,crowd,a crowd of people,A crowd,True,15,15,crowd people,crowd,Equivalence,3
3069701112,navy+men,several+navy+men,Navy men,Several navy men,True,0,0,navy men,several navy men,Equivalence,3
3469585782,crowd+people,crowd,A crowd of people,a crowd,True,32,32,crowd people,crowd,Equivalence,3
2658667254,woman,women,A woman,Women,True,24,24,woman,women,Equivalence,3
4791332465,children,kids,Children,Kids,True,108,108,children,kids,Equivalence,3
711689801,children,kids,Children,Kids,True,118,118,children,kids,Equivalence,3
101654506,white+brown+dog,brown+white+dog,a white and brown dog,A brown and white dog,True,34,34,white brown dog,brown white dog,Equivalence,3
2471525587,male,man,A male,A man,True,165,165,male,man,Equivalence,3
6960234433,woman,women,Woman,women,True,184,184,woman,women,Equivalence,3
4572650466,young+man,male+youth,A young man,A male youth,True,193,193,young man,male youth,Equivalence,3
3532538536,smiling+man,happy+man,A smiling man,A happy man,True,-1,-1,smiling man,happy man,Equivalence,3
4830853107,asian+woman,oriental+woman,an asian woman,An Oriental woman,True,1,1,asian woman,oriental woman,Equivalence,3
3696184025,floral+print+skirt,flowered+skirt,a floral print skirt,a flowered skirt,True,174,174,floral print skirt,flowered skirt,Equivalence,3
4788431048,two+bicyclists,two+bikers,Two bicyclists,Two bikers,True,-1,-1,two bicyclists,two bikers,Equivalence,3
416106657,little+white+dog,small+white+dog,The little white dog,A small white dog,True,123,123,little white dog,small white dog,Equivalence,3
2679015215,another+man,man,another man,A man,True,10,10,another man,man,Equivalence,3
6874319983,goal,net,the goal,the net,True,7,7,goal,net,Equivalence,3
3208893363,male,man,A male,A man,True,136,136,male,man,Equivalence,3
2218821842,man,another+man,a man,another man,True,146,-1,man,another man,Equivalence,3
4701385015,person,another+person,Person,another person,True,199,199,person,another person,Equivalence,3
2178295748,man,another+man,A man,another man,True,194,194,man,another man,Equivalence,3
4816481551,woman,women,The woman,women,True,90,90,woman,women,Equivalence,3
2709275718,male,man,A male,A man,True,84,84,male,man,Equivalence,3
4750121594,man,another+man,A man,another man,True,165,-1,man,another man,Equivalence,3
1460450364,dad+'s+shoulders,dads+shoulder,his dad 's shoulders,his dads shoulder,True,-1,-1,dad 's shoulders,dads shoulder,Equivalence,3
2421116868,obese+man,large+overweight+man,Obese man,Very large overweight man,True,149,149,obese man,large overweight man,Equivalence,3
471453231,two+woman,two+women,Two woman,Two women,True,32,32,two woman,two women,Equivalence,3
72008434,another+man,man,another man,A man,True,160,187,another man,man,Equivalence,3
440375442,four+people,four+person,Four people,A four person,True,18,18,four people,four person,Equivalence,3
4889393782,male,man,A male,A man,True,176,176,male,man,Equivalence,3
1673911365,another+man,man,another man,A man,True,15,15,another man,man,Equivalence,3
3391453209,oriental+woman,asian+woman,An oriental woman,Asian woman,True,-1,-1,oriental woman,asian woman,Equivalence,3
2772928973,woman,women,a woman,women,True,89,89,woman,women,Equivalence,3
4014210988,another+man,man,another man,man,True,-1,76,another man,man,Equivalence,3
2985454372,women,woman,the women,a woman,True,134,134,women,woman,Equivalence,3
2858818484,women,woman,Women,A woman,True,175,175,women,woman,Equivalence,3
429498940,two+woman,two+women,two woman,Two women,True,-1,-1,two woman,two women,Equivalence,3
6780367008,four+boys,four+guys,Four boys,Four guys,True,89,89,four boys,four guys,Equivalence,3
3052104757,crushed+cars,demolished+cars,crushed cars,demolished cars,True,122,122,crushed cars,demolished cars,Equivalence,3
3585598356,two+woman,two+women,two woman,Two women,True,6,6,two woman,two women,Equivalence,3
3597687059,gift,present,a gift,a present,True,199,199,gift,present,Equivalence,3
2649705487,shoreline,shore,a shoreline,the shore,True,14,14,shoreline,shore,Equivalence,3
7017792809,ref,referee,the ref,the referee,True,63,63,ref,referee,Equivalence,3
4061778099,ref,referee,the ref,the referee,True,36,36,ref,referee,Equivalence,3
3471986083,woman,women,A woman,women,True,131,131,woman,women,Equivalence,3
251886775,women,woman,women,a woman,True,108,108,women,woman,Equivalence,3
757046028,little+drum,",+little+drum",a little drum,"his own , little drum",True,54,54,little drum,", little drum",Equivalence,3
2942514377,another+man,man,another man,a man,True,18,18,another man,man,Equivalence,3
4783263491,women,woman,Women,A woman,True,154,154,women,woman,Equivalence,3
84927810,collection+sunglasses,many+pairs+sunglasses,his collection of sunglasses,many pairs of sunglasses,True,184,184,collection sunglasses,many pairs sunglasses,Equivalence,3
4615061039,man,male,A Man,A male,True,19,19,man,male,Equivalence,3
6881643101,half-pipe,half+pipe,a half-pipe,a half pipe,True,-1,-1,half-pipe,half pipe,Equivalence,3
7697046306,man,another+man,A man,another man,True,179,-1,man,another man,Equivalence,3
6269296633,another+man,man,another man,a man,True,57,57,another man,man,Equivalence,3
241345844,coaching+official,coach,The coaching official,his coach,True,101,101,coaching official,coach,Equivalence,3
1798089612,woman,women,A woman,Women,True,175,175,woman,women,Equivalence,3
4631136622,women,woman,Women,A woman,True,197,197,women,woman,Equivalence,3
2578395598,little+white+dog,small+white+dog,A little white dog,A small white dog,True,13,13,little white dog,small white dog,Equivalence,3
2867699650,"large+,+white+dog",large+white+dog,"A large , white dog",Large white dog,True,35,35,"large , white dog",large white dog,Equivalence,3
6029705375,beach,beach+area,a beach,the beach area,True,4,4,beach,beach area,Equivalence,3
6819273117,man,another+man,a man,another man,True,181,181,man,another man,Equivalence,3
3183195653,two+woman,two+women,two woman,Two women,True,10,10,two woman,two women,Equivalence,3
2444073390,another+man,man,another man,A man,True,70,51,another man,man,Equivalence,3
4838570484,crowd+people,crowd,A crowd of people,A crowd,True,124,124,crowd people,crowd,Equivalence,3
6029705375,beach+area,beach,the beach area,the beach,True,4,4,beach area,beach,Equivalence,3
4820596540,pink+bike,pink+bicycle,her pink bike,a pink bicycle,True,110,110,pink bike,pink bicycle,Equivalence,3
4685212004,firefighters,firemen,Firefighters,Firemen,True,130,130,firefighters,firemen,Equivalence,3
3376924230,another+man,man,another man,a man,True,-1,175,another man,man,Equivalence,3
2428753812,male,man,A male,A man,True,186,186,male,man,Equivalence,3
4921249499,man,male,A man,a male,True,175,175,man,male,Equivalence,3
7720724626,woman,women,A woman,women,True,189,189,woman,women,Equivalence,3
2405740253,crowd,crowd+people,the crowd,a crowd of people,True,8,8,crowd,crowd people,Equivalence,3
2474918824,another+man,man,another man,A man,True,119,171,another man,man,Equivalence,3
2975845158,children,young+kids,children,Young kids,True,195,-1,children,young kids,Equivalence,3
1301978702,adult+man,man,An adult man,A man,True,189,189,adult man,man,Equivalence,3
80479586,two+women,two+woman,two women,two woman,True,-1,-1,two women,two woman,Equivalence,3
4653558158,group+people,multiple+people,A group of people,Multiple people,True,-1,-1,group people,multiple people,Equivalence,3
4859789355,group+young+people,young+people,A group of young people,Young people,True,44,44,group young people,young people,Equivalence,3
2502250148,bank+sand,sand+dune,a bank of sand,a sand dune,True,21,21,bank sand,sand dune,Equivalence,3
6602912215,crowd+people,crowd,A crowd of people,A crowd,True,48,48,crowd people,crowd,Equivalence,3
5732433781,person,another+person,One person,another person,True,149,149,one person,another person,Equivalence,3
3455431229,crowd+people,crowd,a crowd of people,a crowd,True,-1,-1,crowd people,crowd,Equivalence,3
3147758035,another+man,man,another man,a man,True,-1,182,another man,man,Equivalence,3
4375860427,woman,women,A woman,Women,True,194,194,woman,women,Equivalence,3
6286924128,two+young+boys,2+young+boys,Two young boys,2 young boys,True,159,159,two young boys,2 young boys,Equivalence,3
3099294440,another+man,man,another man,A man,True,37,37,another man,man,Equivalence,3
3668244651,children,kids,Children,kids,True,163,163,children,kids,Equivalence,3
6999554751,another+man,man,another man,a man,True,111,194,another man,man,Equivalence,3
2579268572,multiple+people,group+people,multiple people,A group of people,True,61,61,multiple people,group people,Equivalence,3
3179226630,picture,photo,a picture,his photo,True,19,19,picture,photo,Equivalence,3
2402744031,two+women,two+woman,Two women,Two woman,True,-1,-1,two women,two woman,Equivalence,3
4889393782,male,man,A male,A man,True,176,176,male,man,Equivalence,3
2975417212,kids,children,kids,Children,True,99,99,kids,children,Equivalence,3
2738092811,four+people,4+people,Four people,4 people,True,187,187,four people,4 people,Equivalence,3
4847804990,male,man,A male,a man,True,73,73,male,man,Equivalence,3
2745811124,crowd+people,crowd,a crowd of people,a crowd,True,44,44,crowd people,crowd,Equivalence,3
412813270,man,male,Man,A male,True,65,65,man,male,Equivalence,3
4295263796,male,man,Male,A man,True,183,183,male,man,Equivalence,3
3969245655,crowd,crowd+people,A crowd,A crowd of people,True,39,39,crowd,crowd people,Equivalence,3
4375016451,group+people,multiple+people,A group of people,Multiple people,True,190,190,group people,multiple people,Equivalence,3
2096771662,man,another+man,A man,another man,True,152,27,man,another man,Equivalence,3
3212599897,synchronized+swimmers,group+synchronized+swimmers,Synchronized swimmers,A group of synchronized swimmers,True,45,45,synchronized swimmers,group synchronized swimmers,Equivalence,3
7099257151,ref,referee,the ref,referee,True,70,70,ref,referee,Equivalence,3
4902710339,woman,women,A woman,women,True,180,180,woman,women,Equivalence,3
2158625230,man,another+man,the man,another man,True,13,13,man,another man,Equivalence,3
3547647914,woman,women,Woman,Women,True,190,-1,woman,women,Equivalence,3
7656601,seagulls,multiple+seagulls,seagulls,multiple seagulls,True,-1,-1,seagulls,multiple seagulls,Equivalence,3
4421399995,man,another+man,A man,another man,True,117,-1,man,another man,Equivalence,3
5249557060,woman,women,A woman,The women,True,193,193,woman,women,Equivalence,3
2230971412,two+elderly+women,two+old+women,Two elderly women,Two old women,True,5,5,two elderly women,two old women,Equivalence,3
7340189,another+man,man,another man,the man,True,40,40,another man,man,Equivalence,3
6321643151,another+man,man,another man,a man,True,-1,97,another man,man,Equivalence,3
2950093151,crowd+people,crowd,A crowd of people,Crowd,True,11,11,crowd people,crowd,Equivalence,3
4401074280,crowd+people,crowd,a crowd of people,A crowd,True,15,15,crowd people,crowd,Equivalence,3
2310233145,boardwalk,wooden+pier,a boardwalk,a wooden pier,True,196,196,boardwalk,wooden pier,Equivalence,3
7347874796,man,male,a man,A male,True,190,190,man,male,Equivalence,3
3169174852,gift,present,a gift,a present,True,61,61,gift,present,Equivalence,3
1188199432,five+small+children,five+little+kids,Five small children,Five little kids,True,34,34,five small children,five little kids,Equivalence,3
4859978011,women,woman,Women,A woman,True,199,199,women,woman,Equivalence,3
774009278,stream+water,jet+water,a stream of water,a jet of water,True,1,1,stream water,jet water,Equivalence,3
4720425886,woman,women,A woman,women,True,5,5,woman,women,Equivalence,3
3463268965,man,another+man,A man,another man,True,114,114,man,another man,Equivalence,3
4742703949,man,male,A man,A male,True,116,116,man,male,Equivalence,3
3639428663,man,another+man,man,another man,True,52,184,man,another man,Equivalence,3
4948635454,photo,picture,a photo,a picture,True,-1,-1,photo,picture,Equivalence,3
375118300,two+women,2+women,Two women,2 women,True,88,88,two women,2 women,Equivalence,3
3309042087,lone+snowboarder,snowboarder,a lone snowboarder,A snowboarder,True,-1,-1,lone snowboarder,snowboarder,Equivalence,3
3201594926,woman,women,A woman,Women,True,147,-1,woman,women,Equivalence,3
3490789179,another+man,man,another man,A man,True,-1,185,another man,man,Equivalence,3
3108542351,man,another+man,a man,another man,True,86,-1,man,another man,Equivalence,3
4713458862,pharaoh+'s+headdress,pharaoh+hat,a pharaoh 's headdress,a Pharaoh hat,True,162,162,pharaoh 's headdress,pharaoh hat,Equivalence,3
720208977,water+fountain,fountains+water,a water fountain,fountains of water,True,41,41,water fountain,fountains water,Equivalence,3
2658667254,women,woman,Women,Woman,True,24,24,women,woman,Equivalence,3
3353036763,two+men,two+guy,Two men,two guy,True,164,164,two men,two guy,Equivalence,3
3835083416,kids,children,Kids,A few children,True,199,27,kids,children,Equivalence,3
4090879036,life+vests,life+jackets,life vests,life jackets,True,111,111,life vests,life jackets,Equivalence,3
3300369373,women,woman,women,woman,True,71,71,women,woman,Equivalence,3
4461621138,man,male,A man,A male,True,187,-1,man,male,Equivalence,3
226687996,women,woman,women,A woman,True,-1,197,women,woman,Equivalence,3
3377043632,two+woman,two+women,Two woman,Two women,True,32,32,two woman,two women,Equivalence,3
4837972719,women,woman,Women,A woman,True,193,193,women,woman,Equivalence,3
4267208325,another+man,man,another man,A man,True,-1,153,another man,man,Equivalence,3
468694416,2+women,two+women,2 of the women,Two women,True,61,61,2 women,two women,Equivalence,3
4806601649,man,male,A man,A male,True,193,193,man,male,Equivalence,3
2817230861,two+women,two+woman,Two women,Two woman,True,111,111,two women,two woman,Equivalence,3
2774880158,kids,children,Kids,Children,True,172,172,kids,children,Equivalence,3
2813033949,white+black+dog,black+white+dog,A white and black dog,A black and white dog,True,194,194,white black dog,black white dog,Equivalence,3
4904155688,women,woman,women,a woman,True,8,8,women,woman,Equivalence,3
4326517877,outside+food+vendor,street+vendor,an outside food vendor,a street vendor,True,-1,-1,outside food vendor,street vendor,Equivalence,3
476759700,free+hugs+sign,"""+free+hugs+""+sign",a free hugs sign,"a "" free hugs "" sign",True,114,114,free hugs sign,`` free hugs `` sign,Equivalence,3
87940007,several+children,group+children,Several children,A group of children,True,24,24,several children,group children,Equivalence,3
4829586088,sunglasses,pair+sunglasses,his sunglasses,a pair of sunglasses,True,-1,-1,sunglasses,pair sunglasses,Equivalence,3
281754914,tall+grasses,tall+grass,the tall grasses,tall grass,True,3,3,tall grasses,tall grass,Equivalence,3
3280644936,woman,women,a woman,Women,True,96,96,woman,women,Equivalence,3
15308702,person,another+person,a person,another person,True,192,119,person,another person,Equivalence,3
5468293105,boxers,boxer,one of the boxers,One boxer,True,190,190,one boxers,one boxer,Equivalence,3
7575074972,another+man,man,another man,Man,True,132,132,another man,man,Equivalence,3
4648091444,man,another+man,A man,another man,True,103,103,man,another man,Equivalence,3
4971478897,man,another+man,A man,another man,True,32,15,man,another man,Equivalence,3
4785668533,man,male,A man,A male,True,79,79,man,male,Equivalence,3
375118300,2+women,two+women,2 women,Two women,True,88,88,2 women,two women,Equivalence,3
374103776,women,woman,women,A woman,True,195,195,women,woman,Equivalence,3
1225603792,women,woman,the women,a woman,True,196,137,women,woman,Equivalence,3
191925197,man,male,A man,A male,True,155,155,man,male,Equivalence,3
4671497717,man,male,A man,A male,True,54,54,man,male,Equivalence,3
7567712136,man,male,a man,a male,True,96,96,man,male,Equivalence,3
2494822758,another+man,man,another man,A man,True,25,25,another man,man,Equivalence,3
16151663,two+women,2+women,Two women,2 women,True,36,36,two women,2 women,Equivalence,3
3760010229,skull,skulls,a skull,skulls,True,198,198,skull,skulls,Equivalence,3
4720656722,firefighters,firemen,The firefighters,Firemen,True,29,29,firefighters,firemen,Equivalence,3
3574955171,woman,women,a woman,women,True,8,8,woman,women,Equivalence,3
4477742117,photo,picture,a photo,his picture,True,196,196,photo,picture,Equivalence,3
4800121810,life+jackets,life+vests,life jackets,life vests,True,193,193,life jackets,life vests,Equivalence,3
3301741597,woman,women,A woman,women,True,191,191,woman,women,Equivalence,3
3582685410,two+women,two+woman,Two women,two woman,True,70,70,two women,two woman,Equivalence,3
2736819867,striped+shirt,strip+shirt,a striped shirt,strip shirt,True,148,148,striped shirt,strip shirt,Equivalence,3
3218534409,two+women,two+woman,Two women,two woman,True,130,130,two women,two woman,Equivalence,3
173499538,children,kids,their children,kids,True,167,167,children,kids,Equivalence,3
4707111500,man,another+man,A man,another man,True,119,119,man,another man,Equivalence,3
4534889800,man,another+man,A man,another man,True,111,111,man,another man,Equivalence,3
5787072819,grocery+store,supermarket,the grocery store,the supermarket,True,12,12,grocery store,supermarket,Equivalence,3
3559694091,mini+grill,small+outdoor+grill,a mini grill,a small outdoor grill,True,148,148,mini grill,small outdoor grill,Equivalence,3
305749904,mambo,word+mambo,Mambo,the word Mambo,True,176,176,mambo,word mambo,Equivalence,3
4615061039,man,male,A Man,A male,True,19,19,man,male,Equivalence,3
3696184025,floral+print+skirt,flowered+skirt,a floral print skirt,a flowered skirt,True,174,174,floral print skirt,flowered skirt,Equivalence,3
3827317206,women,woman,Women,A woman,True,161,161,women,woman,Equivalence,3
7166495806,laptops,laptop,laptops,his laptop,True,182,182,laptops,laptop,Equivalence,3
202174998,climbing+equipment,climbing+gear,climbing equipment,climbing gear,True,9,9,climbing equipment,climbing gear,Equivalence,3
2845086305,visitors,tourists,Visitors,tourists,True,101,101,visitors,tourists,Equivalence,3
3482256327,several+children,young+kids,Several children,Young kids,True,18,18,several children,young kids,Equivalence,3
7130486481,crowd+people,crowd,A crowd of people,crowd,True,195,195,crowd people,crowd,Equivalence,3
2716269088,crowd+people,crowd,a crowd of people,A crowd,True,172,172,crowd people,crowd,Equivalence,3
2837734285,pair+sunglasses,sunglasses,a pair of sunglasses,the sunglasses,True,177,177,pair sunglasses,sunglasses,Equivalence,3
2224541007,women,woman,the women,A woman,True,6,6,women,woman,Equivalence,3
135980645,two+women,two+woman,Two women,Two woman,True,4,4,two women,two woman,Equivalence,3
3356284586,crowd+people,crowd,a crowd of people,a crowd,True,0,0,crowd people,crowd,Equivalence,3
2421824039,man,male,A man,Male,True,123,123,man,male,Equivalence,3
3856157065,two+woman,two+women,Two woman,Two women,True,66,66,two woman,two women,Equivalence,3
4676970150,woman,women,woman,women,True,196,196,woman,women,Equivalence,3
2985454372,women,woman,the women,a woman,True,134,134,women,woman,Equivalence,3
4433720033,man,male,A man,Male,True,91,91,man,male,Equivalence,3
2736819867,striped+shirt,strip+shirt,a striped shirt,strip shirt,True,148,148,striped shirt,strip shirt,Equivalence,3
3610051443,woman,women,a woman,Women,True,94,94,woman,women,Equivalence,3
468708304,crowd+people,crowd,A crowd of people,Crowd,True,15,15,crowd people,crowd,Equivalence,3
1510926782,women,woman,this women,Woman,True,-1,100,women,woman,Equivalence,3
3295671644,little+dog,small+dog,The little dog,A small dog,True,80,80,little dog,small dog,Equivalence,3
6162015348,various+instruments,variety+instruments,various instruments,a variety of instruments,True,102,102,various instruments,variety instruments,Equivalence,3
2317077597,end+subway+entrance,subway+entrance,the end of the subway entrance,a subway entrance,True,18,18,end subway entrance,subway entrance,Equivalence,3
5016890643,freeword,"""+freeword",freeword,""" FREEWORD",True,180,180,freeword,`` freeword,Equivalence,3
5403972062,bunch+kids,young+children,A bunch of kids,young children,True,130,130,bunch kids,young children,Equivalence,3
4115814951,many+children,kids,Many children,Some kids,True,181,181,many children,some kids,Equivalence,3
3251976937,huge+stick,really+big+stick,a huge stick,a really big stick,True,6,6,huge stick,really big stick,Equivalence,3
4106948497,male,man,male,A man,True,32,32,male,man,Equivalence,3
3456075050,tennis+shoe,sneaker,a tennis shoe,his sneaker,True,155,155,tennis shoe,sneaker,Equivalence,3
4505032796,woman,women,a woman,the women,True,33,33,woman,women,Equivalence,3
7320251226,net,goal,the net,his goal,True,29,29,net,goal,Equivalence,3
4891059394,woman,women,A woman,Women,True,150,150,woman,women,Equivalence,3
3603879637,group+children,several+children,A group of children,Several children,True,131,131,group children,several children,Equivalence,3
4725078805,woman,women,A woman,Women,True,-1,-1,woman,women,Equivalence,3
3494034357,two+women,two+woman,Two women,Two woman,True,95,95,two women,two woman,Equivalence,3
1579291454,crowd,crowd+people,a crowd,a crowd of people,True,-1,-1,crowd,crowd people,Equivalence,3
203062683,crowd,crowd+people,the crowd,a crowd of people,True,115,115,crowd,crowd people,Equivalence,3
101654506,white+brown+dog,brown+white+dog,The white and brown dog,A brown and white dog,True,34,34,white brown dog,brown white dog,Equivalence,3
2266901263,young+kids,children,Young kids,Children,True,176,176,young kids,children,Equivalence,3
2426958307,man,another+man,a man,another man,True,162,66,man,another man,Equivalence,3
6309331514,many+people,crowds,Many people,Crowds,True,79,79,many people,crowds,Equivalence,3
3366572797,audience,audiences,the audience,audiences,True,185,185,audience,audiences,Equivalence,3
491876784,kitchen+table,dinner+table,a kitchen table,the dinner table,True,98,98,kitchen table,dinner table,Equivalence,3
3582685410,two+women,two+woman,Two women,two woman,True,70,70,two women,two woman,Equivalence,3
486016665,two+woman,two+women,Two woman,Two women,True,-1,-1,two woman,two women,Equivalence,3
