image_id, phrase1, phrase2, entity_id
5605455443, as two martial arts opponents, a young man, EN#239533
5605455443, Two men, Two wrestlers, EN#239533
3661072592, A little brunette girl, Small girl, EN#134919
3661072592, A little brunette girl, A small girl, EN#134919
4653320750, Bearded man, An older man, EN#187127
4653320750, An older man, A homeless man, EN#187127
3275537015, Girls, Four women, EN#106267
3275537015, Four girls, Four women, EN#106267
2178985121, A boy, A little boy, EN#32505
3699725758, Tourist, People, EN#137780
3699725758, A group of people, People, EN#137780
3661239105, A small blond boy, A little boy, EN#134930
3661239105, A little boy, A boy, EN#134930
2924305507, An athlete, A man, EN#81690
2924305507, the front of his shirt, blue shirt, EN#81692
2924305507, A man, A runner, EN#81690
916624251, the street, an old cobblestone street, EN#283457
916624251, the street, a city street, EN#283457
6973153854, Two girls, Young women, EN#262937
6973153854, a woman, women, EN#262936
2537611154, an I beam, a steel beam, EN#56356
5214344526, a crowd of hungry customers, his customers, EN#231097
6848901185, gray vest, vest, EN#259266
4844407687, A toddler, A young child, EN#209855
4844407687, A toddler, A child, EN#209855
2642474867, A long-haired woman, A blond Caucasian woman, EN#63378
4564451257, A man, An Asian man, EN#178928
4564451257, an orange top, an orange jacket, EN#178930
4564451257, An Asian man, A man, EN#178928
4564451257, An Asian man, Man, EN#178928
3759993037, A group of people, People, EN#141574
4921874968, A lone bike rider, A man, EN#218571
4921874968, A person, A man, EN#218571
4921874968, An athlete, A man, EN#218571
7827645972, a gorgeous field, a wheat field, EN#275847
7827645972, A girl, a child, EN#275846
7827645972, a child, Girl, EN#275846
280667538, A man, A knight, EN#74000
280667538, A knight, A man, EN#74000
975131015, A boy, A little boy, EN#284701
975131015, a tiger, a resting tiger, EN#284703
975131015, A little boy, A boy, EN#284701
1053804096, A young girl, A girls, EN#1382
4764430842, the grass, outside, EN#200575
7841142842, A bicyclist, A man, EN#275969
7841142842, four spectators, four onlookers, EN#275972
2921094201, pink, a pink sweater, EN#81437
4718118294, two blond women, women, EN#194775
4718118294, two customers, women, EN#194775
3801083035, A girl, A woman, EN#143183
3801083035, a zip-line, a safety apparatus, EN#143184
3801083035, a bungee cord, a safety apparatus, EN#143184
3041384194, A girl, Woman, EN#89473
3041384194, a short haircut, short red-hair, EN#89474
3041384194, A girl, A woman, EN#89473
3041384194, her finger, her hand, EN#89476
3041384194, her hand, her finger, EN#89476
2142457568, A man, An old man, EN#30892
2142457568, a log, boat launch, EN#30894
4868008430, some photo album, some people pictures, EN#213061
4868008430, some photo album, a diagram, EN#213061
2937011123, Two women, Two asian girls, EN#82577
2937011123, Two women, Asian girls, EN#82577
2937011123, Two Asian women, Two asian girls, EN#82577
2937011123, Two Asian women, Asian girls, EN#82577
2937011123, Two asian girls, Two asian women, EN#82577
2937011123, Two asian women, Asian girls, EN#82577
2748729903, the water, the surface of a lake, EN#70214
2748729903, A person, a man, EN#70212
2748729903, the surface of a lake, the water, EN#70214
4448569088, a building, a beautiful building, EN#169385
4448569088, People, Group of people, EN#169382
4448569088, People, A group of people, EN#169382
4946023775, Five adults, Five young adults, EN#221830
1945973944, One man, another man, EN#23802
1945973944, another man, A man, EN#23801
3140452105, A woman, A girl, EN#96179
3140452105, A woman, A female, EN#96179
3140452105, A girl, A woman, EN#96179
3140452105, A female, A woman, EN#96179
2195316844, A person, A man, EN#33455
2195316844, A person, a man, EN#33455
2195316844, A person, Man, EN#33455
2195316844, a white and gray striped t-shirt, gray stripe shirt, EN#33458
3711851074, a public store, a oriental grocery store, EN#138732
5247558458, People, A group of people, EN#232096
6189950649, the sidewalk, the street, EN#249617
6293812868, Women, Five girls, EN#251840
6293812868, a relay swimming competition, a swim race, EN#251844
4631313449, A man, A person, EN#184526
4631313449, A man, A tourist, EN#184526
4631313449, A person, A man, EN#184526
4631313449, A tourist, A man, EN#184526
3159424456, a baby, a small child, EN#97319
3159424456, a baby, a toddler, EN#97319
3159424456, A baby, a small child, EN#97319
3159424456, A baby, a toddler, EN#97319
3159424456, a small child, a toddler, EN#97319
3159424456, a small child, a baby, EN#97319
3159424456, a toddler, a baby, EN#97319
3152980191, a man, a person, EN#96903
3152980191, donuts, cookies, EN#96905
3152980191, bread buns, cookies, EN#96905
6022108522, Two women, Two girls, EN#246694
34536135, a restaurant stand, a store, EN#119329
2595503905, people, A group of people, EN#60328
3276895962, a white and brown dog, a brown and white dog, EN#106385
1324673652, An African man, An adult, EN#8624
1324673652, An African man, A man, EN#8624
1324673652, An African man, Young African man, EN#8624
4485496402, a surfer, A man, EN#172387
4485496402, A surfer, A man, EN#172387
4485496402, A man, A surfer, EN#172387
4485496402, a large wave, the ocean, EN#172388
94987177, a lone guitarist, another man, EN#283950
94987177, a man, another man, EN#283950
94987177, A man, another man, EN#283950
94987177, another man, A musician, EN#283950
5238681042, snow, a busy street of snow, EN#231796
5238681042, the path, a walkway, EN#231796
5238681042, a busy street of snow, snow, EN#231796
3178489390, Two children, Two little boys, EN#98731
6939568656, A man, A boy, EN#261992
6939568656, A football player, A boy, EN#261992
6939568656, a weight sled, a weight resistor, EN#261993
2543017787, A child, A girl, EN#57068
2543017787, a tire-shaped swing, a ring swing, EN#57069
2543017787, a tire-shaped swing, a swing, EN#57069
2543017787, A girl, A child, EN#57068
494625641, A woman, A blond girl, EN#221874
494625641, A blond girl, A woman, EN#221874
7090197245, a swing, a carnival ride, EN#265238
7090197245, a ride, swings, EN#265238
7090197245, a carnival ride, swings, EN#265238
32774948, A group of people, People, EN#106393
32774948, a small crowd, People, EN#106393
32774948, Group of people, People, EN#106393
74032739, the bench, a chair, EN#269429
74032739, An Asian man, A man, EN#269428
74032739, a bench, a chair, EN#269429
74032739, a chair, a bench, EN#269429
2525898604, a group of horses, A team of horses, EN#55333
3455898176, A large tri-colored dog, Brown dog, EN#119472
3455898176, A large tri-colored dog, A brown dog, EN#119472
3455898176, an obstacle hurdle, a hurdle, EN#119475
4445453116, A group of people, People, EN#168964
3629664676, a black dog, A dog, EN#132659
3629664676, The black dog, A dog, EN#132659
3629664676, A black dog, A dog, EN#132659
446514680, Two large brown short-haired dogs, two dogs, EN#170740
93406137, yellow raincoats, yellow jackets, EN#283714
7374494094, people, a large group of people, EN#269108
7374494094, People, a large group of people, EN#269108
4760648961, A little baby girl, A child, EN#199982
4931319718, A cowboy, A cowboy-looking fellow, EN#219711
4931319718, The cowboy, A cowboy-looking fellow, EN#219711
4931319718, A cowboy-looking fellow, Cowboy, EN#219711
5925545184, clothes, white clothing, EN#245519
2634290212, A woman, Women, EN#62816
2634290212, Two female performers, Women, EN#62816
1716445442, A person, A man, EN#19333
1716445442, things, a big rock, EN#19336
3789378919, People, A group of people, EN#142658
3789378919, A line of several people, A group of people, EN#142658
3789378919, A group of people, People, EN#142658
2216878754, Young Asian girl, An Asian woman, EN#34796
2216878754, Young Asian girl, A woman, EN#34796
4931383325, Two girls, Two women, EN#219759
4931383325, Two girls, Two woman, EN#219759
4931383325, Two women, Two woman, EN#219759
4931383325, A brown-haired women, Two girls, EN#219759
4026365920, A man, An Asian man, EN#152364
4026365920, her coffee cup, a mug, EN#152366
4026365920, a man, An Asian man, EN#152364
4026365920, An Asian man, a man, EN#152364
4026365920, An Asian man, A man, EN#152364
530888330, the mountain landscape, the far away hills, EN#233358
530888330, mountain landscape, the far away hills, EN#233358
2165724565, a baby, her newborn child, EN#31873
2165724565, a small baby, her newborn child, EN#31873
1149097018, A baby, An infant, EN#3860
1149097018, Baby, An infant, EN#3860
4814330143, Two woman, Two young women, EN#206052
2891300143, A man, An old man, EN#79372
2891300143, Two men, Two old people, EN#79377
6858310184, A person, A man, EN#259595
6858310184, A person, A skier, EN#259595
417024751, A man, A Asian guy, EN#157920
417024751, a man, A Asian guy, EN#157920
3351704877, a girl, child, EN#111924
3351704877, a body of water, water, EN#111926
2089953680, a pile of fallen leaves, dried leaves, EN#28044
4744289692, A group of people, A group, EN#197932
4744289692, A group, A group of people, EN#197932
2205958052, A boy, A little boy, EN#34059
2205958052, A little boy, a boy, EN#34059
2205958052, A little boy, The boy, EN#34059
3311352793, A young man, A boy, EN#108529
3311352793, an inflatable pool, a water play area, EN#108530
2115721452, A shaggy dog, A furry white dog, EN#29621
124106477, A woman, Brunette, EN#6050
124106477, Brunette, A woman, EN#6050
7335945994, A model, A ballet dancer, EN#268614
7335945994, A ballet dancer, A ballerina, EN#268614
6800805602, a glass shield, a screen, EN#258319
1419394636, A blond woman, A young blond woman, EN#12229
1419394636, A blond woman, A blond girl, EN#12229
1419394636, A young blond woman, A blond girl, EN#12229
1419394636, one woman, A blond girl, EN#12229
1419394636, A young woman, A blond girl, EN#12229
2410618963, A boy, a young man, EN#47045
2410618963, an orange shirt, a red shirt, EN#47048
2410618963, A young boy, a young man, EN#47045
2410618963, a young man, A young boy, EN#47045
2410618963, a young man, A boy, EN#47045
2410618963, a red shirt, a red jersey, EN#47048
3386375153, A bicyclist, A person, EN#114631
3386375153, A bicyclist, A man, EN#114631
3386375153, A person, A man, EN#114631
2137836768, A smiling bearded man, Brown-haired man, EN#30702
4956585720, a photo, a shot, EN#223077
4259870068, the sidewalk, the street, EN#160586
4259870068, a white horse, a horse, EN#160585
384465575, woman cyclists, Two bicyclists, EN#145311
4791487303, A man, A person, EN#203131
3324746155, AIG t-shirt, blue, EN#109477
3691085094, their white clothes, white outfits, EN#137125
3691085094, 2 men, Two boys, EN#137122
470754768, a graveled path, a stony trail, EN#193515
470754768, a pair of binoculars, her binoculars, EN#193517
470754768, a pair of binoculars, binoculars, EN#193517
470754768, a grassy area, a gravel path, EN#193515
2876709926, An Asian woman, An oriental woman, EN#78335
5415181095, a blue baby-carrier, a holder, EN#235981
2773682293, little boy, a boy, EN#72058
2773682293, A man, an asian father, EN#72057
2773682293, little boy, Boy, EN#72058
2773682293, an asian father, Man, EN#72057
1509274237, A woman, A girl, EN#15230
3484820303, a boy, a smiling boy, EN#121728
3484820303, a boy, A man, EN#121728
3484820303, a smiling boy, A boy, EN#121728
3484820303, a smiling boy, A man, EN#121728
3484820303, A boy, A man, EN#121728
6801523493, Chinese-American dressed children, Several young people, EN#258347
6801523493, orange outfits, orange uniforms, EN#258350
2742808804, A young girl, A woman, EN#69768
2742808804, A little girl, A woman, EN#69768
2742808804, A woman, A young girl, EN#69768
2742808804, A woman, The girl, EN#69768
133280430, Three men, Three Black men, EN#8906
2676937700, a girl, One woman, EN#65542
2676937700, These people, Group of people, EN#65537
2676937700, One woman, one girl, EN#65538
2676937700, three people, Group of people, EN#65537
2676937700, Group of people, People, EN#65537
495460667, movie posters, advertisements, EN#222862
495460667, advertisement posters, advertisements, EN#222862
6889322961, karate moves, Four children practice karate, EN#260540
5470620936, Young rocker, A man, EN#237142
3707649986, camels, a herd of camels, EN#138387
3707649986, A group of people, people, EN#138386
3707649986, people, A group of people, EN#138386
4913689385, A woman, women, EN#217683
6892090337, A group of Asian people, A group of people, EN#260614
6892090337, People, A group of people, EN#260614
2738196762, A crowd of people, Several people, EN#69608
2738196762, Several people, A crowd of people, EN#69608
3503987396, A toddler, A child, EN#123304
3503987396, A toddler, The child, EN#123304
4401293680, a piece of paper, a portfolio, EN#166385
5234657740, An upward looking shot of an electric guitarist, A white guy, EN#231676
3149919755, A black dog, A dog, EN#96751
3149919755, A black dog, Dog, EN#96751
3514188115, A boy, a man, EN#123969
3514188115, hand, hands, EN#123975
3514188115, the train track, train tracks, EN#123972
3514188115, a man, A boy, EN#123969
3514188115, a man, a boy, EN#123969
3514188115, train tracks, a railroad track, EN#123972
25268657, Two young boys, A pair of young boys, EN#55379
25268657, A pair of young boys, Two young boys, EN#55379
4274269186, people, Spectators, EN#161262
4274269186, horses, three race horses, EN#161266
674513893, the sun, a setting sun, EN#257425
2796921601, A young boy, A young person, EN#73415
2734669176, A blond-haired girl, a woman, EN#69201
2734669176, A blond-haired girl, A woman, EN#69201
2734669176, a woman, The girl, EN#69201
2734669176, A woman, The girl, EN#69201
2734669176, The girl, a woman, EN#69201
2421116868, Obese man, Very large overweight man, EN#48096
2421116868, An obese man, Very large overweight man, EN#48096
2421116868, A overweight man, A large man, EN#48096
4717497965, A group of elderly people, Some people, EN#194573
4441493820, curly hair, red-hair, EN#168373
1118557877, A small child, A little boy, EN#3045
3756150099, A boy, little boy, EN#141440
5611391594, Two men, Two boy, EN#239608
2824227447, The toddler, A child, EN#74949
2438726098, A toddler, Child, EN#49515
4906688033, a teal shirt, a blue shirt, EN#217062
4906688033, a teal shirt, turquoise shirt, EN#217062
4906688033, a blue shirt, a teal shirt, EN#217062
4906688033, turquoise shirt, a teal shirt, EN#217062
1318029076, A child, A young Asian boy, EN#8470
2838619742, A very fit man, A shirtless man, EN#76048
4850944716, A man, An old man, EN#210573
2367387854, a dark shirt, a black shirt, EN#44509
6929271699, the feet of another player, another player, EN#261771
247618600, a purple cloth, a purple towel, EN#52361
247618600, a purple scarf, a piece of clothing, EN#52361
515264042, a raised platform, rails, EN#230008
515264042, A skateboarding male, An adolescent male, EN#230003
2250870111, a magazine, newspaper, EN#36869
1351635108, a t-shirt, a blue shirt, EN#9575
4551045130, a red light jacket, red, EN#177463
4551045130, red, a red shirt, EN#177462
279748684, A group of people, people, EN#73475
279748684, people, A group of people, EN#73475
2817414272, The lady, A brown-haired woman, EN#74645
4508639054, A young woman, A girl, EN#174036
4508639054, an orange bike, her bike, EN#174039
4508639054, A girl, A woman, EN#174036
4508639054, her bike, an orange bike, EN#174039
4508639054, her bike, a orange bike, EN#174039
2081041537, A brown-haired boy, A young man, EN#27518
2081041537, A brown-haired boy, A man, EN#27518
2081041537, A boy, A young man, EN#27518
2081041537, A boy, A man, EN#27518
4614190206, Two young women, Two girls, EN#182946
4614190206, Two young woman, Two girls, EN#182946
4614190206, Two girls, The two women, EN#182946
465859490, A group of people, People, EN#187729
7263168156, an orange safety vest, orange life vest, EN#267670
2745663684, a black and white striped shirt, a tank top, EN#70003
2745663684, a young man, A boy, EN#70002
2745663684, A man, A boy, EN#70002
3815075229, a blue car, a small car, EN#143684
3815075229, their blue car, a small car, EN#143684
3132722940, A barefoot woman, A girl, EN#95713
3132722940, A girl, A young woman, EN#95713
3132722940, A girl, A woman, EN#95713
3599895386, A family, Four people, EN#130586
5518762083, a huge snowball, a large ball, EN#238082
5518762083, Two children, two small boys, EN#238081
1187252153, A man, A teenage boy, EN#4781
1187252153, a tray, a tray of bread, EN#4782
1187252153, A young guy, A blond man, EN#4781
1187252153, A blond man, A teenage boy, EN#4781
1187252153, A teenage boy, A man, EN#4781
2503091968, A child, A baby, EN#53733
2503091968, A crying child, A baby, EN#53733
2503091968, A baby, A child, EN#53733
2503091968, A baby, an infant, EN#53733
4805949658, A group of men, A group of older men, EN#204780
2157003092, A black dog, The dog, EN#31587
2157003092, A black dog, a dog, EN#31587
2157003092, A black dog, Dog, EN#31587
3992847618, a suit, a black coat, EN#151220
4069561894, A man, a janitor, EN#154112
4069561894, A man, A garbage man, EN#154112
4069561894, a sidewalk, a street, EN#154116
4069561894, a sidewalk, the street, EN#154116
4069561894, A woman, A garbage man, EN#154112
5450688421, a woman, a female, EN#236832
1401324296, Two women, 2 women, EN#11326
242064301, a black cement wall, a gray wall, EN#48071
2074244690, other people, Several people, EN#27085
4764827031, blue pants, dirty jeans, EN#200655
4764827031, the stairs, a city stoop, EN#200651
4154171895, A man, An old man, EN#157307
4154171895, An old man, A man, EN#157307
2215770048, A scared-looking child, A baby girl, EN#34705
3139055381, A brown-haired young woman, A young woman, EN#96077
3139055381, a pyrex, a glass, EN#96078
3139055381, a glass, a Pyrex, EN#96078
6285562381, an individual, A couple, EN#251693
2583635522, a motorbike, a scooter, EN#59646
2583635522, their bike, one pedal bike, EN#59645
2583635522, one pedal bike, a bike, EN#59645
2645723249, a toddler, an infant baby, EN#63631
2645723249, A young woman, A mother, EN#63630
2645723249, baby outside, a child outside, EN#63631
6271611352, Several young people, five little boys, EN#251264
6926407076, Group of children, Children, EN#261629
4824738139, fighter plane, A jet plane, EN#207579
4824738139, a gothic building, the cathedral, EN#207580
4824738139, a gothic building, a cathedral, EN#207580
4551426278, a wooden pole, a pole, EN#177497
6005955072, trumpet, his instrument, EN#246543
2600386812, several waves, the water, EN#60716
2944156905, a stone wall, large stone, EN#83272
2944156905, large stone, a rock wall, EN#83272
186828224, Two asian children, Two young boys, EN#22268
186828224, Two little boys, Two children, EN#22268
210711305, two women, Two woman, EN#29178
210711305, a young child, a baby, EN#29179
210711305, Two woman, Two women, EN#29178
210711305, a baby, a small child, EN#29179
244812876, drumsticks, a drumstick, EN#50428
4695719556, Two women, The girls, EN#192070
4695719556, The girls, two women, EN#192070
4695719556, The girls, Two women, EN#192070
429270993, the street, the sidewalk, EN#161903
429270993, the street, a sidewalk, EN#161903
3353962769, A motorcyclist, The man, EN#112073
3353962769, A motorcyclist, a man, EN#112073
